Smiles,IC50
Nc1nc(Nc2ccccc2)c2c(n1)[nH]c1cccc(Cl)c12,123800
Nc1nc(Nc2ccc(F)c(Cl)c2)c2cc(CCc3ccccc3)[nH]c2n1,132100
Nc1nc(Nc2ccc(Cl)cc2)c2c(n1)-c1ccccc1C2,132900
Nc1nc(Nc2ccc(F)c(Br)c2)c2cc(CCc3ccccc3)[nH]c2n1,198300
Nc1nc(Nc2cccc(C(F)(F)F)c2)c2cc(CCc3ccccc3)[nH]c2n1,200000
Nc1nc2c(c(Nc3ccc(C(F)(F)F)cc3)n1)-c1ccccc1C2,200000
Nc1nc2c(c(Nc3cccc(Br)c3)n1)-c1ccccc1C2,200000
COc1ccc(OC)c(Cn2ccc3c(Nc4cccc(Br)c4)nc(N)nc32)c1,200000
Nc1nc(Nc2ccc(F)c(C(F)(F)F)c2)c2cc(CCc3ccccc3)[nH]c2n1,200000
COc1ccccc1C(=Cc1coc2nc(=N)[nH]c(N)c12)C(C)C,500000
Cc1nc(NCCN2CCOCC2)cc(Nc2cc(-c3cccc(NS(=O)(=O)c4ccccc4)c3)n[nH]2)n1,1000000
